date,state,district,daily_enrollments,enrollment_sum,age_0_5_sum,age_5_17_sum,age_18_plus_sum,infant_ratio,youth_ratio,adult_ratio,anomaly_label,anomaly_score
2025-10-23,Bihar,Begusarai,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Bihar,Bhagalpur,3,0,0,0,4,0.0,0.0,0.8,-1,-0.06982145315365196
2025-10-23,Bihar,Buxar,4,0,0,1,3,0.0,0.2,0.6,-1,-0.025078499965790035
2025-10-23,Bihar,Darbhanga,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Bihar,East Champaran,4,0,0,0,5,0.0,0.0,0.8333333333333334,-1,-0.07133607670159992
2025-10-23,Bihar,Gaya,5,0,0,1,6,0.0,0.125,0.75,-1,-0.05188430006317146
2025-10-23,Bihar,Gopalganj,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Bihar,Jamui,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Bihar,Jehanabad,7,0,0,1,23,0.0,0.04,0.92,-1,-0.06306131838883433
2025-10-23,Bihar,Kaimur (Bhabua),1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Bihar,Khagaria,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Bihar,Madhepura,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Bihar,Madhubani,3,1,1,0,2,0.25,0.0,0.5,-1,-0.016003428176144197
2025-10-23,Bihar,Muzaffarpur,5,1,1,0,4,0.16666666666666666,0.0,0.6666666666666666,-1,-0.03203492935994812
2025-10-23,Bihar,Nawada,3,1,1,0,2,0.25,0.0,0.5,-1,-0.016003428176144197
2025-10-23,Bihar,Patna,10,0,0,0,12,0.0,0.0,0.9230769230769231,-1,-0.08021090972050204
2025-10-23,Bihar,Purnia,8,0,0,0,12,0.0,0.0,0.9230769230769231,-1,-0.07310740837841245
2025-10-23,Bihar,Samastipur,3,0,0,0,3,0.0,0.0,0.75,-1,-0.06780673143948746
2025-10-23,Bihar,Vaishali,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Chhattisgarh,Korba,2,0,0,0,3,0.0,0.0,0.75,-1,-0.06468364904043278
2025-10-23,Chhattisgarh,Raigarh,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-10-23,Delhi,East Delhi,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Goa,South Goa,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Gujarat,Bhavnagar,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Himachal Pradesh,Shimla,3,0,0,0,5,0.0,0.0,0.8333333333333334,-1,-0.07184163478525674
2025-10-23,Jharkhand,Deoghar,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Jharkhand,East Singhbhum,3,0,0,0,7,0.0,0.0,0.875,-1,-0.07184163478525674
2025-10-23,Jharkhand,Jamtara,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Karnataka,Bagalkot,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Karnataka,Udupi,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Karnataka,Vijayapura,2,0,0,0,3,0.0,0.0,0.75,-1,-0.06468364904043278
2025-10-23,Kerala,Ernakulam,5,1,1,0,5,0.14285714285714285,0.0,0.7142857142857143,-1,-0.035253341513606706
2025-10-23,Kerala,Idukki,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Kerala,Kannur,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Kerala,Kollam,16,1,1,0,16,0.05555555555555555,0.0,0.8888888888888888,-1,-0.07918881807633937
2025-10-23,Kerala,Kozhikode,9,2,2,0,9,0.16666666666666666,0.0,0.75,-1,-0.050366199737794326
2025-10-23,Kerala,Malappuram,3,0,0,1,2,0.0,0.25,0.5,-1,-0.007611696758206388
2025-10-23,Kerala,Palakkad,5,0,0,0,9,0.0,0.0,0.9,-1,-0.07108941810444724
2025-10-23,Kerala,Thiruvananthapuram,7,0,0,0,7,0.0,0.0,0.875,-1,-0.0689667811875454
2025-10-23,Ladakh,Kargil,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Madhya Pradesh,Chhatarpur,4,0,0,0,6,0.0,0.0,0.8571428571428571,-1,-0.07133607670159992
2025-10-23,Madhya Pradesh,Indore,5,1,1,0,7,0.1111111111111111,0.0,0.7777777777777778,-1,-0.058565133942833136
2025-10-23,Madhya Pradesh,Jhabua,1,1,1,0,3,0.2,0.0,0.6,-1,-0.027609989767195753
2025-10-23,Maharashtra,Akola,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Maharashtra,Latur,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Manipur,Senapati,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Meghalaya,East Jaintia Hills,3,0,0,0,12,0.0,0.0,0.9230769230769231,-1,-0.0744798095367959
2025-10-23,Meghalaya,East Khasi Hills,18,0,0,0,80,0.0,0.0,0.9876543209876543,-1,-0.08519114041149034
2025-10-23,Meghalaya,Ri Bhoi,9,0,0,0,38,0.0,0.0,0.9743589743589743,-1,-0.07428717155966336
2025-10-23,Meghalaya,South Garo Hills,3,0,0,0,13,0.0,0.0,0.9285714285714286,-1,-0.0744798095367959
2025-10-23,Meghalaya,South West Garo Hills,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Meghalaya,South West Khasi Hills,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Meghalaya,West Garo Hills,5,0,0,0,56,0.0,0.0,0.9824561403508771,-1,-0.07159480924580375
2025-10-23,Meghalaya,West Jaintia Hills,2,0,0,0,18,0.0,0.0,0.9473684210526315,-1,-0.07183424748218248
2025-10-23,Meghalaya,West Khasi Hills,1,0,0,0,63,0.0,0.0,0.984375,-1,-0.070610457141846
2025-10-23,Mizoram,Lawngtlai,4,0,0,0,10,0.0,0.0,0.9090909090909091,-1,-0.07346546781586782
2025-10-23,Mizoram,Mamit,1,0,0,0,3,0.0,0.0,0.75,-1,-0.06397180132219027
2025-10-23,Mizoram,Serchhip,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Nagaland,Peren,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Odisha,Jajpur,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-10-23,Odisha,Kalahandi,3,0,0,0,3,0.0,0.0,0.75,-1,-0.06780673143948746
2025-10-23,Odisha,Kendrapara,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Punjab,Amritsar,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Punjab,Kapurthala,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-23,Rajasthan,Jaisalmer,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-10-23,Rajasthan,Kota,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Tamil Nadu,Ariyalur,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Tamil Nadu,Ramanathapuram,4,0,0,0,5,0.0,0.0,0.8333333333333334,-1,-0.07133607670159992
2025-10-23,Telangana,Bhadradri Kothagudem,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-23,Telangana,Hyderabad,4,0,0,1,3,0.0,0.2,0.6,-1,-0.025078499965790035
2025-10-23,Tripura,West Tripura,4,1,1,0,5,0.14285714285714285,0.0,0.7142857142857143,-1,-0.03547415031433687
2025-10-23,Uttar Pradesh,Bara Banki,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-24,Assam,Jorhat,19,28,28,3,47,0.35443037974683544,0.0379746835443038,0.5949367088607594,-1,-0.020268672430566292
2025-10-24,Assam,Sibsagar,18,27,27,2,44,0.36486486486486486,0.02702702702702703,0.5945945945945946,-1,-0.023686421236524535
2025-10-24,Chhattisgarh,Bijapur,5,5,5,7,74,0.05747126436781609,0.08045977011494253,0.8505747126436781,-1,-0.05297164834084189
2025-10-24,Chhattisgarh,Uttar Bastar Kanker,6,3,3,0,5,0.3333333333333333,0.0,0.5555555555555556,-1,-0.007614025507313604
2025-10-24,Mizoram,Khawzawl,2,0,0,0,16,0.0,0.0,0.9411764705882353,-1,-0.07183424748218248
2025-10-24,Sikkim,East Sikkim,3,1,1,0,3,0.2,0.0,0.6,-1,-0.027481452617205582
2025-10-24,Sikkim,West Sikkim,3,0,0,2,2,0.0,0.4,0.4,-1,-0.006195487830215729
2025-10-26,Assam,Kamrup Metro,23,12,12,19,22,0.2222222222222222,0.35185185185185186,0.4074074074074074,-1,-0.01200750155523922
2025-10-26,Nagaland,Chumukedima,3,0,0,1,2,0.0,0.25,0.5,-1,-0.007611696758206388
2025-10-27,Arunachal Pradesh,Namsai,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-27,Assam,Cachar,27,25,25,13,32,0.352112676056338,0.18309859154929578,0.4507042253521127,-1,-0.003985314894027203
2025-10-27,Assam,Dibrugarh,10,5,5,3,13,0.22727272727272727,0.13636363636363635,0.5909090909090909,-1,-0.008039030113496048
2025-10-27,Assam,Golaghat,14,8,8,8,32,0.16326530612244897,0.16326530612244897,0.6530612244897959,-1,-0.011586861170179708
2025-10-27,Assam,Sibsagar,11,6,6,3,36,0.13043478260869565,0.06521739130434782,0.782608695652174,-1,-0.04960301573420778
2025-10-27,Delhi,Shahdara,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-27,Gujarat,Anand,10,5,5,0,8,0.35714285714285715,0.0,0.5714285714285714,-1,-0.016024287383732405
2025-10-27,Gujarat,Bharuch,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-27,Gujarat,Chhotaudepur,7,0,0,1,21,0.0,0.043478260869565216,0.9130434782608695,-1,-0.062561698937868
2025-10-27,Gujarat,Dahod,3,1,1,1,6,0.1111111111111111,0.1111111111111111,0.6666666666666666,-1,-0.024433043564314416
2025-10-27,Gujarat,Devbhumi Dwarka,1,1,1,0,3,0.2,0.0,0.6,-1,-0.027609989767195753
2025-10-27,Gujarat,Gir Somnath,9,0,0,0,49,0.0,0.0,0.98,-1,-0.07428717155966336
2025-10-27,Gujarat,Kachchh,4,1,1,0,3,0.2,0.0,0.6,-1,-0.02653066477713928
2025-10-27,Gujarat,Morbi,2,0,0,0,4,0.0,0.0,0.8,-1,-0.06668990716782097
2025-10-27,Gujarat,Patan,2,0,0,0,6,0.0,0.0,0.8571428571428571,-1,-0.06920537730742526
2025-10-27,Karnataka,Mandya,15,8,8,1,12,0.36363636363636365,0.045454545454545456,0.5454545454545454,-1,-0.005483533759789716
2025-10-27,Karnataka,Tumakuru,17,12,12,0,17,0.4,0.0,0.5666666666666667,-1,-0.020417475684457953
2025-10-27,Madhya Pradesh,Shivpuri,6,5,5,2,70,0.0641025641025641,0.02564102564102564,0.8974358974358975,-1,-0.06006866593455018
2025-10-27,Maharashtra,Dharashiv,4,0,0,1,5,0.0,0.14285714285714285,0.7142857142857143,-1,-0.036273580728531596
2025-10-27,Meghalaya,East Garo Hills,4,2,2,6,19,0.07142857142857142,0.21428571428571427,0.6785714285714286,-1,-0.023150922722645517
2025-10-27,Meghalaya,East Jaintia Hills,2,3,3,7,26,0.08108108108108109,0.1891891891891892,0.7027027027027027,-1,-0.02234152184524074
2025-10-27,Meghalaya,East Khasi Hills,22,20,20,33,123,0.11299435028248588,0.1864406779661017,0.6949152542372882,-1,-0.04148003112396248
2025-10-27,Mizoram,Khawzawl,2,0,0,0,4,0.0,0.0,0.8,-1,-0.06668990716782097
2025-10-27,Mizoram,Saitual,1,0,0,0,5,0.0,0.0,0.8333333333333334,-1,-0.06798589110018105
2025-10-27,Punjab,Kapurthala,4,2,2,0,19,0.09090909090909091,0.0,0.8636363636363636,-1,-0.06590149843005177
2025-10-27,Sikkim,South Sikkim,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-27,Sikkim,West,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-28,Assam,Cachar,32,41,41,15,54,0.36936936936936937,0.13513513513513514,0.4864864864864865,-1,-0.01559210493225105
2025-10-28,Gujarat,Amreli,3,1,1,0,4,0.16666666666666666,0.0,0.6666666666666666,-1,-0.03321327722669265
2025-10-28,Gujarat,Anand,7,2,2,0,6,0.2222222222222222,0.0,0.6666666666666666,-1,-0.027738854510293898
2025-10-28,Gujarat,Banaskantha,8,2,2,2,32,0.05405405405405406,0.05405405405405406,0.8648648648648649,-1,-0.0567324018465073
2025-10-28,Gujarat,Botad,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-10-28,Gujarat,Dahod,3,1,1,2,7,0.09090909090909091,0.18181818181818182,0.6363636363636364,-1,-0.01533706184266026
2025-10-28,Gujarat,Devbhumi Dwarka,3,0,0,0,6,0.0,0.0,0.8571428571428571,-1,-0.07184163478525674
2025-10-28,Gujarat,Patan,6,2,2,0,8,0.18181818181818182,0.0,0.7272727272727273,-1,-0.0442407511030074
2025-10-28,Gujarat,Porbandar,4,1,1,0,4,0.16666666666666666,0.0,0.6666666666666666,-1,-0.03225473848378135
2025-10-28,Gujarat,Rajkot,10,5,5,0,27,0.15151515151515152,0.0,0.8181818181818182,-1,-0.06306502103480027
2025-10-28,Maharashtra,Chhatrapati Sambhajinagar,5,2,2,0,3,0.3333333333333333,0.0,0.5,-1,-0.003925827183492103
2025-10-28,Meghalaya,East Khasi Hills,20,4,4,27,108,0.02857142857142857,0.19285714285714287,0.7714285714285715,-1,-0.061876320833759935
2025-10-28,Meghalaya,South West Khasi Hills,3,2,2,4,16,0.08695652173913043,0.17391304347826086,0.6956521739130435,-1,-0.02558234312776586
2025-10-28,Meghalaya,West Khasi Hills,2,2,2,8,76,0.022988505747126436,0.09195402298850575,0.8735632183908046,-1,-0.05643611327879927
2025-10-28,Mizoram,Serchhip,1,1,1,0,2,0.25,0.0,0.5,-1,-0.015814960326620664
2025-10-28,Odisha,Khorda,28,23,23,3,56,0.27710843373493976,0.03614457831325301,0.6746987951807228,-1,-0.048509972686539116
2025-10-29,Arunachal Pradesh,Tawang,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-10-29,Assam,Baksa,15,5,5,6,57,0.07246376811594203,0.08695652173913043,0.8260869565217391,-1,-0.05869535756909339
2025-10-29,Assam,Golaghat,20,18,18,8,53,0.225,0.1,0.6625,-1,-0.02606373629869352
2025-10-29,Assam,West Karbi Anglong,4,0,0,1,12,0.0,0.07142857142857142,0.8571428571428571,-1,-0.05368900398076215
2025-10-29,Gujarat,Amreli,4,1,1,0,17,0.05263157894736842,0.0,0.8947368421052632,-1,-0.07144089747280014
2025-10-29,Gujarat,Anand,19,2,2,1,30,0.058823529411764705,0.029411764705882353,0.8823529411764706,-1,-0.073962262448524
2025-10-29,Gujarat,Botad,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-29,Gujarat,Dahod,6,1,1,2,6,0.1,0.2,0.6,-1,-0.009730547096983733
2025-10-29,Gujarat,Devbhumi Dwarka,4,0,0,0,12,0.0,0.0,0.9230769230769231,-1,-0.07397246710390659
2025-10-29,Gujarat,Kachchh,5,1,1,0,4,0.16666666666666666,0.0,0.6666666666666666,-1,-0.03203492935994812
2025-10-29,Gujarat,Mahisagar,4,2,2,0,4,0.2857142857142857,0.0,0.5714285714285714,-1,-0.021170077989484226
2025-10-29,Gujarat,Morbi,7,1,1,0,17,0.05263157894736842,0.0,0.8947368421052632,-1,-0.06907126947864262
2025-10-29,Gujarat,Narmada,3,2,2,0,3,0.3333333333333333,0.0,0.5,-1,-0.005057369993636485
2025-10-29,Gujarat,Navsari,4,2,2,0,3,0.3333333333333333,0.0,0.5,-1,-0.004136905287587922
2025-10-29,Gujarat,Patan,3,1,1,0,6,0.125,0.0,0.75,-1,-0.059802149225923085
2025-10-29,Gujarat,Valsad,6,1,1,1,8,0.09090909090909091,0.09090909090909091,0.7272727272727273,-1,-0.03904490905047475
2025-10-29,Odisha,Kendrapara,21,15,15,0,23,0.38461538461538464,0.0,0.5897435897435898,-1,-0.03111863903917933
2025-10-29,Uttar Pradesh,Prayagraj,19,5,5,8,69,0.060240963855421686,0.0963855421686747,0.8313253012048193,-1,-0.06739804204174915
2025-10-30,Assam,Dima Hasao,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-10-30,Meghalaya,North Garo Hills,5,1,1,8,44,0.018518518518518517,0.14814814814814814,0.8148148148148148,-1,-0.05512681571038014
2025-10-31,Assam,Kamrup Metro,31,51,51,19,49,0.425,0.15833333333333333,0.4083333333333333,-1,-0.004918921850519897
2025-10-31,Madhya Pradesh,Pandhurna,3,0,0,0,23,0.0,0.0,0.9583333333333334,-1,-0.0744798095367959
2025-10-31,Meghalaya,Ri Bhoi,12,6,6,20,82,0.05504587155963303,0.1834862385321101,0.7522935779816514,-1,-0.05150788139362672
2025-10-31,Mizoram,Aizawl,14,4,4,15,43,0.06349206349206349,0.23809523809523808,0.6825396825396826,-1,-0.03226531108250141
2025-11-01,Assam,Cachar,24,16,16,5,46,0.23529411764705882,0.07352941176470588,0.6764705882352942,-1,-0.038561448947500354
2025-11-01,Assam,Kamrup Metro,20,8,8,7,20,0.2222222222222222,0.19444444444444445,0.5555555555555556,-1,-0.005470967012310646
2025-11-01,Gujarat,Chhotaudepur,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-01,Gujarat,Devbhumi Dwarka,4,0,0,0,4,0.0,0.0,0.8,-1,-0.06931726143495698
2025-11-01,Gujarat,Jamnagar,2,1,1,0,4,0.16666666666666666,0.0,0.6666666666666666,-1,-0.0324868929297899
2025-11-01,Gujarat,Kheda,8,0,0,1,8,0.0,0.1,0.8,-1,-0.055494310920927825
2025-11-01,Gujarat,Morbi,2,2,2,0,3,0.3333333333333333,0.0,0.5,-1,-0.0006783778091038473
2025-11-01,Gujarat,Narmada,2,0,0,0,4,0.0,0.0,0.8,-1,-0.06668990716782097
2025-11-01,Gujarat,Sabarkantha,8,1,1,2,10,0.07142857142857142,0.14285714285714285,0.7142857142857143,-1,-0.027613911249733558
2025-11-01,Maharashtra,Dhule,13,11,11,5,35,0.21153846153846154,0.09615384615384616,0.6730769230769231,-1,-0.01857907468209885
2025-11-01,Uttar Pradesh,Azamgarh,37,5,5,96,11,0.04424778761061947,0.8495575221238938,0.09734513274336283,-1,-0.032211572578540903
2025-11-02,Karnataka,Bengaluru,90,246,246,97,69,0.5956416464891041,0.23486682808716708,0.16707021791767554,-1,-0.00010100075108399054
2025-11-02,Mizoram,Lunglei,8,7,7,0,25,0.21212121212121213,0.0,0.7575757575757576,-1,-0.04521010209033771
2025-11-03,Andhra Pradesh,Sri Potti Sriramulu Nellore,17,7,7,8,15,0.22580645161290322,0.25806451612903225,0.4838709677419355,-1,-0.001126150509536683
2025-11-03,Arunachal Pradesh,Upper Subansiri,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-11-03,Assam,Golaghat,15,8,8,10,35,0.14814814814814814,0.18518518518518517,0.6481481481481481,-1,-0.016119366157734905
2025-11-03,Chhattisgarh,Bijapur,6,7,7,5,73,0.08139534883720931,0.05813953488372093,0.8488372093023255,-1,-0.05067168479284334
2025-11-03,Gujarat,Botad,5,2,2,0,8,0.18181818181818182,0.0,0.7272727272727273,-1,-0.044727970657062355
2025-11-03,Karnataka,Bengaluru,61,34,34,45,62,0.23943661971830985,0.31690140845070425,0.43661971830985913,-1,-0.04442617492698242
2025-11-03,Karnataka,Kalaburagi,11,6,6,1,43,0.11764705882352941,0.0196078431372549,0.8431372549019608,-1,-0.06343011110764551
2025-11-03,Kerala,Ernakulam,42,29,29,6,22,0.5,0.10344827586206896,0.3793103448275862,-1,-0.017796440509033284
2025-11-03,Madhya Pradesh,Pandhurna,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-03,Meghalaya,East Jaintia Hills,2,1,1,3,19,0.041666666666666664,0.125,0.7916666666666666,-1,-0.053114942864945225
2025-11-03,Meghalaya,East Khasi Hills,22,7,7,27,152,0.0374331550802139,0.1443850267379679,0.8128342245989305,-1,-0.06939923152268512
2025-11-03,Meghalaya,South West Khasi Hills,3,0,0,4,23,0.0,0.14285714285714285,0.8214285714285714,-1,-0.05665570544459364
2025-11-03,Meghalaya,West Garo Hills,8,11,11,10,50,0.1527777777777778,0.1388888888888889,0.6944444444444444,-1,-0.013787164560722376
2025-11-03,Meghalaya,West Jaintia Hills,3,0,0,4,12,0.0,0.23529411764705882,0.7058823529411765,-1,-0.0326660540949405
2025-11-03,Meghalaya,West Khasi Hills,2,0,0,5,8,0.0,0.35714285714285715,0.5714285714285714,-1,-0.015933630257645603
2025-11-03,Punjab,Kapurthala,8,5,5,5,20,0.16129032258064516,0.16129032258064516,0.6451612903225806,-1,-0.007287691562120502
2025-11-05,Jammu and Kashmir,Srinagar,19,27,27,5,42,0.36,0.06666666666666667,0.56,-1,-0.011637501635586522
2025-11-05,Meghalaya,East Garo Hills,3,6,6,17,32,0.10714285714285714,0.30357142857142855,0.5714285714285714,-1,-0.001403734694901848
2025-11-05,Meghalaya,East Jaintia Hills,2,1,1,15,10,0.037037037037037035,0.5555555555555556,0.37037037037037035,-1,-0.010436266787121506
2025-11-05,Meghalaya,Ri Bhoi,8,6,6,11,120,0.043478260869565216,0.07971014492753623,0.8695652173913043,-1,-0.056134375469007236
2025-11-06,Andhra Pradesh,Sri Potti Sriramulu Nellore,24,9,9,19,15,0.20454545454545456,0.4318181818181818,0.3409090909090909,-1,-0.010275930623160234
2025-11-06,Assam,Bajali,2,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04863532129208814
2025-11-06,Assam,Dibrugarh,19,9,9,11,66,0.10344827586206896,0.12643678160919541,0.7586206896551724,-1,-0.05509934335393463
2025-11-06,Assam,West Karbi Anglong,5,2,2,4,28,0.05714285714285714,0.11428571428571428,0.8,-1,-0.04952907328655454
2025-11-06,Gujarat,Chhotaudepur,8,4,4,2,18,0.16,0.08,0.72,-1,-0.025195980409303376
2025-11-06,Gujarat,Junagadh,22,33,33,1,31,0.5,0.015151515151515152,0.4696969696969697,-1,-0.004276161768518194
2025-11-06,Kerala,Ernakulam,52,42,42,19,29,0.46153846153846156,0.2087912087912088,0.31868131868131866,-1,-0.0016292917683699004
2025-11-06,Meghalaya,East Jaintia Hills,2,0,0,6,16,0.0,0.2608695652173913,0.6956521739130435,-1,-0.02968768903691177
2025-11-06,Mizoram,Saitual,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,24,9,9,17,21,0.1875,0.3541666666666667,0.4375,-1,-0.02471225413701439
2025-11-07,Andhra Pradesh,Tirupati,22,4,4,9,22,0.1111111111111111,0.25,0.6111111111111112,-1,-0.03168644734803605
2025-11-07,Assam,Sibsagar,16,17,17,5,44,0.2537313432835821,0.07462686567164178,0.6567164179104478,-1,-0.018560900010251458
2025-11-07,Gujarat,Arvalli,6,2,2,0,6,0.2222222222222222,0.0,0.6666666666666666,-1,-0.027738854510293898
2025-11-07,Gujarat,Chhotaudepur,6,0,0,1,35,0.0,0.02702702702702703,0.9459459459459459,-1,-0.06456220655773404
2025-11-07,Gujarat,Tapi,12,12,12,1,36,0.24,0.02,0.72,-1,-0.043839609050206674
2025-11-07,Karnataka,Bengaluru,66,63,63,36,45,0.43448275862068964,0.2482758620689655,0.3103448275862069,-1,-0.011707181591007365
2025-11-07,Meghalaya,East Khasi Hills,6,0,0,11,18,0.0,0.36666666666666664,0.6,-1,-0.02934016077506718
2025-11-07,Nagaland,Chumukedima,3,0,0,1,3,0.0,0.2,0.6,-1,-0.02602732144606723
2025-11-07,Nagaland,Kohima,4,0,0,0,7,0.0,0.0,0.875,-1,-0.07133607670159992
2025-11-07,Nagaland,Mokokchung,3,0,0,2,3,0.0,0.3333333333333333,0.5,-1,-0.016503968122272283
2025-11-07,Nagaland,Mon,3,1,1,4,14,0.05,0.2,0.7,-1,-0.02877674132855179
2025-11-07,Nagaland,Peren,2,0,0,0,8,0.0,0.0,0.8888888888888888,-1,-0.07031861379315463
2025-11-07,Nagaland,Tseminyu,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-11-07,Nagaland,Wokha,2,1,1,1,5,0.125,0.125,0.625,-1,-0.015550998212513156
2025-11-07,Nagaland,Zunheboto,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-08,Assam,Kamrup Metro,33,28,28,24,46,0.2828282828282828,0.24242424242424243,0.46464646464646464,-1,-0.025354609147884455
2025-11-08,Gujarat,Gandhinagar,36,49,49,7,127,0.266304347826087,0.03804347826086957,0.6902173913043478,-1,-0.05599919452501945
2025-11-08,Maharashtra,Pune,101,262,262,63,61,0.6770025839793282,0.16279069767441862,0.15762273901808785,-1,-0.007655513946531856
2025-11-08,Meghalaya,East Khasi Hills,9,4,4,17,31,0.07547169811320754,0.32075471698113206,0.5849056603773585,-1,-0.01975970621680101
2025-11-08,Meghalaya,West Garo Hills,6,26,26,8,56,0.2857142857142857,0.08791208791208792,0.6153846153846154,-1,-0.0022859666115359056
2025-11-08,Nagaland,Chumukedima,3,1,1,2,7,0.09090909090909091,0.18181818181818182,0.6363636363636364,-1,-0.01533706184266026
2025-11-08,Nagaland,Kohima,5,1,1,0,15,0.058823529411764705,0.0,0.8823529411764706,-1,-0.0650513207540282
2025-11-08,Nagaland,Longleng,1,0,0,7,7,0.0,0.4666666666666667,0.4666666666666667,-1,-0.00924653798523467
2025-11-08,Nagaland,Mokokchung,5,0,0,2,8,0.0,0.18181818181818182,0.7272727272727273,-1,-0.04823761363194323
2025-11-08,Nagaland,Noklak,1,2,2,5,11,0.10526315789473684,0.2631578947368421,0.5789473684210527,-1,-0.005046987700430217
2025-11-08,Nagaland,Peren,1,2,2,1,7,0.18181818181818182,0.09090909090909091,0.6363636363636364,-1,-0.01692013055972985
2025-11-08,Nagaland,Shamator,1,0,0,2,4,0.0,0.2857142857142857,0.5714285714285714,-1,-0.012952608143097732
2025-11-08,Nagaland,Zunheboto,3,0,0,3,4,0.0,0.375,0.5,-1,-0.015169858102002887
2025-11-09,Nagaland,Meluri,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-09,Nagaland,Mokokchung,1,0,0,0,1,0.0,0.0,0.5,-1,-0.031962546669918934
2025-11-09,Nagaland,Mon,4,0,0,2,10,0.0,0.15384615384615385,0.7692307692307693,-1,-0.05073432148249013
2025-11-09,Nagaland,Shamator,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
2025-11-09,Nagaland,Tseminyu,1,0,0,0,2,0.0,0.0,0.6666666666666666,-1,-0.04793890482294638
